detail_id,transaction_id,item_id,quantity,price,payment_date,customer_id,customer_name,registration_date,email,gender,age,birth,pref,item_name,item_price,calculated_price,payment_month
5717,T0000006348,S005,1,210000,2025-03-03 18:51:08,to######,伊藤 明美,2023-04-17 03:09:13,oinoue@goto.com,F,64,1951/10/16,沖縄県,PC-E,210000,210000,202503
5718,T0000002076,S003,4,480000,2024-06-26 05:22:29,NK######,林 太郎,2024-11-29 18:23:46,maihasegawa@tanaka.jp,M,28,1971/10/11,島根県,PC-C,120000,480000,202406
5719,T0000000444,S002,1,85000,2024-07-06 11:37:54,aL######,林 幹,2022-08-23 23:01:14,abeyui@yahoo.com,M,60,1979/03/02,福島県,PC-B,85000,85000,202407
5720,T0000000965,S001,1,50000,2024-09-15 23:39:07,mO######,高橋 あすか,2022-11-05 15:13:22,kimurakana@suzuki.jp,M,26,1981/10/20,高知県,PC-A,50000,50000,202409
5721,T0000003790,S005,2,420000,2025-02-22 10:08:21,iQ######,伊藤 真綾,2022-12-31 23:27:06,yishii@takahashi.com,M,31,1967/02/13,栃木県,PC-E,210000,420000,202502
5722,T0000000463,S003,2,240000,2024-07-19 17:00:02,os######,田中 舞,2024-12-20 19:44:03,qmori@ikeda.jp,M,43,1968/02/11,千葉県,PC-C,120000,240000,202407
5723,T0000002198,S002,2,170000,2024-11-19 12:26:29,jh######,木村 和也,2023-02-15 13:59:55,ytanaka@gmail.com,M,27,1962/01/01,新潟県,PC-B,85000,170000,202411
5724,T0000002287,S002,4,340000,2024-05-10 19:13:18,bX######,太田 春香,2024-07-10 00:14:13,nanamishimizu@yahoo.com,M,42,2004/02/07,岐阜県,PC-B,85000,340000,202405
5725,T0000006409,S005,3,630000,2024-04-15 10:23:29,vQ######,井上 学,2023-04-23 17:57:06,hyamazaki@nakajima.jp,F,61,1963/11/21,福井県,PC-E,210000,630000,202404
5726,T0000003765,S003,1,120000,2025-01-23 14:00:25,BK######,伊藤 聡太郎,2024-06-15 07:03:17,ffujita@yamaguchi.jp,M,29,1992/11/13,青森県,PC-C,120000,120000,202501
5727,T0000003176,S001,1,50000,2025-01-23 17:56:18,yn######,斉藤 さゆり,2022-06-12 19:42:37,xfujii@yahoo.com,F,55,1995/12/13,群馬県,PC-A,50000,50000,202501
5728,T0000004008,S005,4,840000,2025-03-01 15:47:02,Of######,山本 里佳,2024-01-05 23:03:52,byamaguchi@nakagawa.org,F,43,1967/10/07,大分県,PC-E,210000,840000,202503
5729,T0000003504,S002,1,85000,2024-12-20 13:07:09,kN######,加藤 英樹,2024-03-30 03:28:30,hashimotomaaya@kimura.jp,F,41,1962/12/01,静岡県,PC-B,85000,85000,202412
5730,T0000000912,S002,4,340000,2025-01-23 20:14:07,yc######,斎藤 直子,2022-08-07 06:03:59,dnishimura@fujita.org,M,25,1950/10/20,福井県,PC-B,85000,340000,202501
5731,T0000000496,S002,4,340000,2024-04-04 01:06:24,dj######,田中 修平,2024-12-19 23:03:03,yoshidaatsushi@gmail.com,M,47,2002/03/02,秋田県,PC-B,85000,340000,202404
5732,T0000001463,S005,4,840000,2024-08-23 20:57:11,Vb######,山本 知実,2022-09-10 13:50:15,xtakahashi@hotmail.com,M,54,1979/11/23,群馬県,PC-E,210000,840000,202408
5733,T0000005867,S004,3,540000,2024-10-06 12:48:41,Cl######,青木 浩,2024-10-02 20:16:26,nakamurasotaro@yahoo.com,M,73,1990/10/15,佐賀県,PC-D,180000,540000,202410
5734,T0000004253,S004,4,720000,2024-11-27 15:33:21,gd######,青木 幹,2025-02-09 20:17:25,yamaguchimiki@yamamoto.jp,M,45,1950/10/05,福岡県,PC-D,180000,720000,202411
5735,T0000004267,S004,3,540000,2024-07-17 04:01:28,yN######,渡辺 翼,2024-04-05 17:21:22,ayoshida@hotmail.com,F,68,1951/09/23,山形県,PC-D,180000,540000,202407
5736,T0000000493,S003,3,360000,2024-10-09 08:23:07,tp######,山本 修平,2024-12-12 15:43:37,gotoshota@hotmail.com,M,30,1994/03/13,徳島県,PC-C,120000,360000,202410
5737,T0000005065,S005,1,210000,2024-06-24 17:03:31,lT######,森 英樹,2022-03-19 02:35:57,yumiko18@hotmail.com,M,44,1952/08/29,群馬県,PC-E,210000,210000,202406
5738,T0000005430,S002,2,170000,2024-07-12 15:08:13,rg######,山田 千代,2023-01-01 02:46:26,tanakayuki@gmail.com,F,26,2004/01/09,長崎県,PC-B,85000,170000,202407
5739,T0000001426,S003,3,360000,2025-02-03 04:57:34,YZ######,鈴木 春香,2022-06-09 19:15:05,yumikosato@gmail.com,M,50,1992/10/05,香川県,PC-C,120000,360000,202502
5740,T0000001692,S004,3,540000,2024-07-31 15:34:17,tk######,中島 陽子,2022-07-27 02:54:22,usaito@takahashi.net,M,41,1998/07/01,青森県,PC-D,180000,540000,202407
5741,T0000001793,S001,2,100000,2024-09-28 15:02:46,gI######,渡辺 亮介,2024-07-06 15:19:08,akemi32@gmail.com,M,19,1953/09/02,福井県,PC-A,50000,100000,202409
5742,T0000002723,S003,3,360000,2024-03-12 03:39:32,Hu######,山本 舞,2023-03-22 17:38:41,miki84@kimura.com,M,27,1946/06/22,滋賀県,PC-C,120000,360000,202403
5743,T0000000658,S003,2,240000,2024-08-06 12:18:42,he######,田中 直子,2024-10-14 09:10:57,minoru03@gmail.com,F,21,1997/04/09,山口県,PC-C,120000,240000,202408
5744,T0000004761,S005,1,210000,2025-02-05 09:11:18,fF######,佐藤 晃,2022-09-20 10:59:31,maayayamaguchi@yamashita.org,F,41,1957/01/28,山口県,PC-E,210000,210000,202502
5745,T0000004462,S003,4,480000,2024-07-14 20:28:26,MB######,田中 香織,2023-04-17 15:47:55,fnakamura@gmail.com,F,36,1979/04/25,北海道,PC-C,120000,480000,202407
5746,T0000000549,S005,2,420000,2024-11-26 20:52:45,Kl######,小川 英樹,2024-10-12 18:00:34,naoki65@hotmail.com,F,78,2000/05/06,青森県,PC-E,210000,420000,202411
5747,T0000000642,S001,4,200000,2024-06-02 09:44:16,lZ######,中村 浩,2023-06-22 06:13:28,qfukuda@hotmail.com,M,22,1968/03/10,新潟県,PC-A,50000,200000,202406
5748,T0000005989,S002,2,170000,2024-07-27 23:52:42,vQ######,井上 学,2023-04-23 17:57:06,hyamazaki@nakajima.jp,F,61,1963/11/21,福井県,PC-B,85000,170000,202407
5749,T0000004350,S002,4,340000,2024-06-03 11:36:03,bH######,佐々木 淳,2023-06-21 18:48:09,hideki01@yahoo.com,M,63,1997/10/01,和歌山県,PC-B,85000,340000,202406
5750,T0000000207,S004,1,180000,2025-02-25 12:44:51,fO######,山田 洋介,2025-01-20 23:13:53,momokoinoue@hotmail.com,F,55,1954/05/18,岡山県,PC-D,180000,180000,202502
5751,T0000002497,S004,3,540000,2024-12-17 07:03:20,sl######,鈴木 太郎,2022-12-23 17:00:17,kana99@hotmail.com,M,41,1959/03/25,長崎県,PC-D,180000,540000,202412
5752,T0000004190,S001,1,50000,2024-07-18 14:11:26,Sg######,山本 涼平,2023-07-26 11:41:34,akirahashimoto@hotmail.com,F,24,1973/08/18,徳島県,PC-A,50000,50000,202407
5753,T0000001883,S002,3,255000,2024-10-02 15:27:38,KI######,森 充,2022-03-11 17:41:21,maayawatanabe@matsumoto.com,M,35,1970/01/24,大分県,PC-B,85000,255000,202410
5754,T0000002886,S004,4,720000,2024-11-28 00:43:36,In######,鈴木 里佳,2023-07-21 07:02:35,mmatsumoto@hotmail.com,F,51,2001/03/29,岡山県,PC-D,180000,720000,202411
5755,T0000000477,S003,4,480000,2024-11-17 20:25:44,uj######,吉田 翔太,2024-12-04 23:21:47,yamamotoyoichi@hotmail.com,F,59,1967/04/16,熊本県,PC-C,120000,480000,202411
5756,T0000000761,S005,3,630000,2025-01-15 05:44:53,KM######,池田 聡太郎,2025-03-02 07:46:59,naoki65@yamada.jp,F,23,2003/03/06,山口県,PC-E,210000,630000,202501
5757,T0000000189,S004,2,360000,2024-11-11 14:20:29,rM######,高橋 くみ子,2022-05-02 07:34:30,takahashitakuma@yahoo.com,F,47,1994/02/13,埼玉県,PC-D,180000,360000,202411
5758,T0000005603,S001,1,50000,2024-11-02 23:23:15,lH######,佐藤 知実,2024-04-05 19:20:21,yosukeyamashita@fujii.com,F,22,2006/06/06,石川県,PC-A,50000,50000,202411
5759,T0000005852,S002,2,170000,2024-05-14 15:07:04,Tg######,岡田 直人,2024-06-29 17:20:12,maaya65@yoshida.com,F,44,1999/06/16,新潟県,PC-B,85000,170000,202405
5760,T0000005655,S001,4,200000,2024-08-14 21:45:52,PY######,渡辺 晃,2024-01-12 14:06:25,suzukiyoichi@kato.jp,F,20,1985/01/13,和歌山県,PC-A,50000,200000,202408
5761,T0000000755,S005,1,210000,2024-08-19 11:11:52,ng######,斎藤 加奈,2023-09-02 07:18:19,yutakimura@shimizu.org,M,27,1963/02/23,青森県,PC-E,210000,210000,202408
5762,T0000001446,S005,1,210000,2024-04-12 22:41:06,em######,福田 春香,2024-07-22 16:01:16,thasegawa@gmail.com,M,69,1981/03/31,沖縄県,PC-E,210000,210000,202404
5763,T0000004931,S001,2,100000,2024-10-02 20:22:11,ml######,木村 くみ子,2023-12-27 09:56:04,yamaguchiryosuke@sasaki.com,F,60,1968/05/18,和歌山県,PC-A,50000,100000,202410
5764,T0000001663,S004,3,540000,2025-01-17 13:33:23,Mx######,西村 翔太,2023-03-05 07:20:25,yasuhiro83@hotmail.com,F,46,1960/09/23,福島県,PC-D,180000,540000,202501
5765,T0000005724,S004,3,540000,2024-11-30 10:21:37,wV######,加藤 京助,2022-10-24 16:52:19,shimizushota@hotmail.com,F,29,1951/03/25,兵庫県,PC-D,180000,540000,202411
5766,T0000001835,S002,1,85000,2025-02-11 13:00:06,OR######,山田 篤司,2024-08-02 07:51:08,haruka58@yoshida.com,F,78,1966/08/08,石川県,PC-B,85000,85000,202502
5767,T0000004228,S002,3,255000,2024-06-27 12:18:57,Mu######,渡辺 淳,2024-08-17 03:12:32,dfujita@matsumoto.jp,F,68,1980/04/27,北海道,PC-B,85000,255000,202406
5768,T0000004150,S003,4,480000,2025-01-05 14:40:32,ii######,山下 知実,2022-08-20 10:47:26,kimurayasuhiro@yamamoto.com,M,43,1987/02/10,京都府,PC-C,120000,480000,202501
5769,T0000004060,S003,2,240000,2024-03-13 20:11:45,Nk######,福田 加奈,2024-07-14 09:05:48,nito@hotmail.com,F,40,1950/06/23,高知県,PC-C,120000,240000,202403
5770,T0000004605,S002,2,170000,2024-11-06 06:03:55,Vk######,伊藤 翼,2024-05-04 08:18:01,momokoaoki@yahoo.com,M,71,1947/12/23,京都府,PC-B,85000,170000,202411
5771,T0000004765,S003,2,240000,2024-05-15 07:45:05,qA######,佐藤 裕美子,2022-06-13 01:32:33,rnakamura@gmail.com,M,79,1963/08/31,静岡県,PC-C,120000,240000,202405
5772,T0000003612,S001,1,50000,2025-02-15 07:38:27,DS######,渡辺 裕樹,2024-03-15 08:46:18,tishii@hayashi.jp,M,67,1991/01/24,神奈川県,PC-A,50000,50000,202502
5773,T0000006553,S004,1,180000,2024-12-10 13:17:10,vp######,渡辺 翼,2024-11-02 22:34:06,yamamotorei@sato.jp,F,49,1998/08/29,奈良県,PC-D,180000,180000,202412
5774,T0000001689,S003,3,360000,2024-12-22 20:23:59,BA######,中村 真綾,2025-02-16 02:02:47,kazuya16@yamamoto.com,M,32,1950/08/20,佐賀県,PC-C,120000,360000,202412
5775,T0000001316,S003,2,240000,2024-04-15 08:10:14,ij######,西村 春香,2024-11-01 21:18:25,mikisato@mori.jp,F,34,1987/05/03,神奈川県,PC-C,120000,240000,202404
5776,T0000004829,S001,4,200000,2024-05-31 14:41:45,rh######,高橋 太一,2023-01-15 13:49:20,shoheihashimoto@takahashi.jp,F,51,1953/10/11,神奈川県,PC-A,50000,200000,202405
5777,T0000003186,S005,4,840000,2024-05-25 03:58:05,Fr######,伊藤 美加子,2023-05-23 06:59:49,maedasatomi@yahoo.com,M,62,1975/08/26,栃木県,PC-E,210000,840000,202405
5778,T0000004020,S002,2,170000,2024-10-17 05:56:55,We######,中島 美加子,2024-04-26 23:12:51,tmaeda@hotmail.com,M,41,1963/07/22,山口県,PC-B,85000,170000,202410
5779,T0000005789,S001,1,50000,2024-10-14 13:32:09,CK######,田中 京助,2025-02-01 19:01:11,qmurakami@suzuki.jp,F,66,1953/12/14,鳥取県,PC-A,50000,50000,202410
5780,T0000004354,S005,1,210000,2024-07-05 00:57:27,dl######,長谷川 京助,2025-03-04 15:30:42,satoyumiko@ito.jp,M,42,1982/05/07,岡山県,PC-E,210000,210000,202407
5781,T0000001145,S001,1,50000,2025-02-23 19:51:49,OM######,吉田 稔,2024-10-22 21:34:06,asukafujita@shimizu.com,M,53,1963/02/02,秋田県,PC-A,50000,50000,202502
5782,T0000004394,S004,4,720000,2025-01-14 15:22:08,GR######,鈴木 知実,2023-08-15 16:35:00,taichifujita@gmail.com,F,22,1971/09/12,愛媛県,PC-D,180000,720000,202501
5783,T0000000560,S001,2,100000,2024-05-01 04:00:43,Pn######,高橋 くみ子,2023-11-17 12:56:43,hashimotoyumiko@yahoo.com,F,49,1998/06/10,福岡県,PC-A,50000,100000,202405
5784,T0000001912,S001,4,200000,2024-04-23 18:36:14,jh######,木村 和也,2023-02-15 13:59:55,ytanaka@gmail.com,M,27,1962/01/01,新潟県,PC-A,50000,200000,202404
5785,T0000001864,S004,2,360000,2025-03-01 07:15:23,DF######,佐藤 太郎,2024-11-02 18:50:47,rsuzuki@yamashita.com,F,18,1956/06/27,広島県,PC-D,180000,360000,202503
5786,T0000000296,S002,4,340000,2024-06-09 03:21:57,qq######,斉藤 直人,2024-10-28 19:22:22,ksuzuki@yahoo.com,F,51,1965/03/03,岩手県,PC-B,85000,340000,202406
5787,T0000002409,S005,4,840000,2024-07-27 03:11:35,EB######,田中 亮介,2022-07-29 03:38:50,katotaro@hotmail.com,M,36,1992/09/08,愛媛県,PC-E,210000,840000,202407
5788,T0000002636,S003,3,360000,2024-08-05 15:46:34,Nh######,森 知実,2023-06-02 23:29:43,nakajimachiyo@kato.jp,M,29,1970/12/17,埼玉県,PC-C,120000,360000,202408
5789,T0000001461,S002,4,340000,2024-10-03 04:21:39,eF######,松田 舞,2024-07-30 12:08:31,ayamazaki@gmail.com,F,71,1955/07/19,広島県,PC-B,85000,340000,202410
5790,T0000006270,S001,2,100000,2025-02-22 00:06:24,fa######,中島 裕樹,2022-06-02 18:28:24,kumikogoto@gmail.com,F,21,1968/12/19,茨城県,PC-A,50000,100000,202502
5791,T0000004292,S003,4,480000,2024-10-12 18:42:46,lh######,佐藤 里佳,2022-08-19 22:57:20,iendo@hotmail.com,M,28,1985/09/13,北海道,PC-C,120000,480000,202410
5792,T0000002268,S004,3,540000,2024-10-11 04:35:51,iq######,山田 陽一,2023-08-03 21:57:04,satomiito@yamada.com,M,22,1964/04/08,山形県,PC-D,180000,540000,202410
5793,T0000000994,S002,3,255000,2025-02-21 12:32:23,HQ######,加藤 幹,2025-02-01 02:23:45,maiyamada@kato.net,F,51,1984/03/05,東京都,PC-B,85000,255000,202502
5794,T0000006234,S005,2,420000,2024-03-31 02:49:27,cm######,西村 陽一,2022-07-11 10:17:49,matsumotokana@gmail.com,F,77,1998/05/22,福島県,PC-E,210000,420000,202403
5795,T0000006554,S002,3,255000,2025-02-28 23:03:18,tu######,鈴木 春香,2022-04-21 07:53:01,rmatsumoto@sato.com,F,27,1947/10/05,徳島県,PC-B,85000,255000,202502
5796,T0000000007,S002,3,255000,2024-09-17 09:47:19,Aj######,高橋 淳,2022-08-25 11:29:31,nmiura@suzuki.jp,F,20,1997/03/08,佐賀県,PC-B,85000,255000,202409
5797,T0000002591,S003,1,120000,2024-08-29 04:11:46,Zh######,木村 美加子,2024-02-11 05:01:38,yasuhiro30@nakajima.com,M,54,1979/05/20,大阪府,PC-C,120000,120000,202408
5798,T0000002515,S004,2,360000,2024-11-14 08:00:17,Xk######,佐藤 くみ子,2022-03-14 18:58:12,kimurayumiko@sasaki.com,F,49,1989/06/28,福岡県,PC-D,180000,360000,202411
5799,T0000004415,S004,3,540000,2024-08-28 17:55:36,Rx######,伊藤 直樹,2022-09-21 00:26:31,mikakosuzuki@yahoo.com,F,54,1946/09/15,千葉県,PC-D,180000,540000,202408
5800,T0000001417,S002,3,255000,2024-10-02 20:09:59,NF######,清水 充,2024-12-14 00:21:00,ryosuke95@okamoto.com,F,53,1971/04/29,茨城県,PC-B,85000,255000,202410
5801,T0000002316,S004,3,540000,2024-06-09 11:14:14,nn######,石川 洋介,2024-07-27 13:46:05,minoru32@kato.jp,M,24,1970/04/25,栃木県,PC-D,180000,540000,202406
5802,T0000003932,S003,2,240000,2024-05-03 02:25:27,kY######,中川 修平,2024-06-11 09:04:13,satoyui@gmail.com,M,19,1996/02/29,栃木県,PC-C,120000,240000,202405
5803,T0000005794,S003,1,120000,2025-01-15 14:11:43,cd######,田中 治,2024-06-22 08:28:54,jhashimoto@hotmail.com,F,56,1993/06/30,兵庫県,PC-C,120000,120000,202501
5804,T0000006204,S005,4,840000,2024-08-30 22:08:02,ld######,伊藤 明美,2022-08-10 06:46:18,tomoyashimizu@yahoo.com,M,66,2006/08/18,富山県,PC-E,210000,840000,202408
5805,T0000005557,S004,1,180000,2024-11-26 16:36:42,RU######,後藤 翔太,2024-10-27 03:37:40,dmatsumoto@kato.jp,M,43,2006/03/11,徳島県,PC-D,180000,180000,202411
5806,T0000001287,S005,2,420000,2024-11-21 23:45:04,ae######,鈴木 春香,2023-11-03 13:50:33,mikiyamaguchi@matsuda.com,F,18,1976/03/05,静岡県,PC-E,210000,420000,202411
5807,T0000002844,S001,2,100000,2024-06-12 07:26:30,Py######,加藤 千代,2023-07-24 07:57:51,afujita@hotmail.com,F,38,2001/12/06,東京都,PC-A,50000,100000,202406
5808,T0000001118,S003,2,240000,2024-08-12 23:54:19,TQ######,近藤 直子,2023-04-21 00:58:37,matsumotoyosuke@ikeda.jp,M,57,1981/09/28,山口県,PC-C,120000,240000,202408
5809,T0000000552,S002,4,340000,2024-11-27 21:22:49,DN######,橋本 知実,2024-04-15 20:51:14,tanakatakuma@fujii.com,M,65,1971/07/21,青森県,PC-B,85000,340000,202411
5810,T0000000660,S003,2,240000,2025-01-24 21:15:53,Dv######,清水 亮介,2024-09-29 08:24:26,yasuhiro43@yahoo.com,F,65,1994/02/25,奈良県,PC-C,120000,240000,202501
5811,T0000000715,S001,1,50000,2024-12-10 16:06:04,Ue######,近藤 裕美子,2023-08-20 13:16:55,satoyasuhiro@nakamura.com,F,60,1992/10/15,山梨県,PC-A,50000,50000,202412
5812,T0000003585,S002,3,255000,2024-11-21 08:07:39,fv######,山本 明美,2024-09-25 05:16:01,usaito@hotmail.com,F,32,1986/02/17,岐阜県,PC-B,85000,255000,202411
5813,T0000003761,S004,3,540000,2024-12-20 03:34:23,Fk######,山崎 直人,2023-01-24 10:18:38,yyamada@yahoo.com,F,49,1945/10/26,長野県,PC-D,180000,540000,202412
5814,T0000006337,S004,2,360000,2025-01-14 16:25:55,yw######,井上 修平,2024-03-14 06:01:48,yamamotojun@gmail.com,F,70,1998/01/15,鹿児島県,PC-D,180000,360000,202501
5815,T0000002529,S003,2,240000,2024-04-26 12:49:26,gm######,中村 修平,2024-12-29 22:05:35,momokohashimoto@yamaguchi.com,F,40,1990/07/22,岡山県,PC-C,120000,240000,202404
5816,T0000003970,S002,4,340000,2024-06-06 13:19:20,mH######,伊藤 和也,2024-05-03 07:00:54,isato@yahoo.com,F,51,1998/01/06,栃木県,PC-B,85000,340000,202406
5817,T0000003407,S002,3,255000,2024-11-21 02:12:55,zE######,坂本 陽一,2022-10-10 11:54:12,tanakayui@fujiwara.jp,F,67,1991/07/26,沖縄県,PC-B,85000,255000,202411
5818,T0000001458,S005,4,840000,2024-09-21 23:17:06,sP######,鈴木 花子,2023-09-29 03:49:01,inouekumiko@sato.com,F,43,1977/05/12,愛知県,PC-E,210000,840000,202409
5819,T0000003267,S001,4,200000,2024-08-05 01:41:49,Vo######,田中 充,2024-06-08 09:34:19,jsuzuki@hotmail.com,M,67,1982/07/09,岐阜県,PC-A,50000,200000,202408
5820,T0000000854,S004,4,720000,2024-07-25 04:30:20,Be######,佐藤 京助,2022-10-02 04:03:30,kaori87@tanaka.jp,M,62,1991/06/22,香川県,PC-D,180000,720000,202407
5821,T0000006641,S003,4,480000,2024-09-23 15:01:26,XE######,山口 治,2023-10-08 13:22:13,yoichi37@fukuda.jp,M,18,1966/06/28,石川県,PC-C,120000,480000,202409
5822,T0000006355,S002,1,85000,2024-05-15 01:17:39,SC######,石井 舞,2023-06-04 03:30:30,bsato@kobayashi.jp,F,48,1980/01/05,埼玉県,PC-B,85000,85000,202405
5823,T0000004760,S004,2,360000,2024-07-13 11:40:10,OV######,石川 晃,2022-12-08 04:08:02,ikedatomoya@yahoo.com,F,78,1959/05/29,富山県,PC-D,180000,360000,202407
5824,T0000003537,S003,2,240000,2024-06-19 07:53:06,ld######,伊藤 明美,2022-08-10 06:46:18,tomoyashimizu@yahoo.com,M,66,2006/08/18,富山県,PC-C,120000,240000,202406
5825,T0000001897,S004,4,720000,2024-05-12 16:29:54,EO######,山本 七夏,2023-12-03 10:33:36,kana31@hotmail.com,F,39,1954/10/04,山梨県,PC-D,180000,720000,202405
5826,T0000005770,S003,4,480000,2024-12-31 04:38:23,Tj######,小林 拓真,2024-08-04 03:51:52,inoueakemi@gmail.com,F,37,1950/07/02,群馬県,PC-C,120000,480000,202412
5827,T0000006364,S004,1,180000,2024-04-19 13:07:59,LM######,中村 美加子,2022-11-01 18:25:45,tanakakenichi@sasaki.jp,M,34,2005/03/18,京都府,PC-D,180000,180000,202404
5828,T0000000272,S005,4,840000,2024-08-26 07:30:50,DS######,渡辺 裕樹,2024-03-15 08:46:18,tishii@hayashi.jp,M,67,1991/01/24,神奈川県,PC-E,210000,840000,202408
5829,T0000005273,S001,1,50000,2024-04-30 15:31:36,xd######,渡辺 香織,2023-06-04 14:45:03,nakamuraminoru@gmail.com,F,25,1956/09/26,山形県,PC-A,50000,50000,202404
5830,T0000004087,S004,1,180000,2024-12-30 22:04:59,ZG######,鈴木 智也,2023-04-14 11:51:28,xhayashi@sato.jp,F,72,1996/04/05,栃木県,PC-D,180000,180000,202412
5831,T0000001272,S001,4,200000,2025-03-06 09:31:00,My######,田中 くみ子,2023-08-08 22:44:55,mnakamura@yahoo.com,M,29,1999/09/30,石川県,PC-A,50000,200000,202503
5832,T0000004374,S004,2,360000,2024-08-07 10:20:28,ok######,石川 洋介,2024-09-23 19:58:44,kaoriyoshida@gmail.com,M,30,1945/02/13,佐賀県,PC-D,180000,360000,202408
5833,T0000004019,S002,1,85000,2024-12-11 07:31:42,Ll######,鈴木 陽子,2022-10-07 21:20:50,ntakahashi@mori.com,F,58,1966/07/16,北海道,PC-B,85000,85000,202412
5834,T0000000815,S005,2,420000,2024-07-24 12:11:18,MW######,山下 明美,2024-11-26 14:54:20,hasegawanaoki@gmail.com,M,34,1998/06/01,鳥取県,PC-E,210000,420000,202407
5835,T0000004371,S005,2,420000,2024-06-10 07:09:13,Km######,藤井 里佳,2023-08-12 21:45:15,csuzuki@gmail.com,F,40,1970/08/26,佐賀県,PC-E,210000,420000,202406
5836,T0000005100,S001,1,50000,2025-02-03 19:59:54,jm######,田中 裕太,2023-11-29 06:16:26,hanakoota@yahoo.com,M,56,2006/03/26,静岡県,PC-A,50000,50000,202502
5837,T0000006657,S002,3,255000,2024-08-14 01:01:37,gu######,中島 裕美子,2022-11-16 06:46:09,yuiyoshida@hotmail.com,M,54,1952/08/11,秋田県,PC-B,85000,255000,202408
5838,T0000000922,S003,1,120000,2024-04-14 09:24:56,em######,福田 春香,2024-07-22 16:01:16,thasegawa@gmail.com,M,69,1981/03/31,沖縄県,PC-C,120000,120000,202404
5839,T0000004737,S005,3,630000,2024-08-19 23:37:29,Pi######,西村 香織,2022-06-18 05:52:46,junkato@hotmail.com,M,36,2006/05/28,富山県,PC-E,210000,630000,202408
5840,T0000004600,S002,1,85000,2024-05-21 10:43:18,hF######,清水 和也,2023-08-02 07:22:49,suzukimituru@gmail.com,F,25,1946/09/27,岐阜県,PC-B,85000,85000,202405
5841,T0000006733,S002,1,85000,2025-01-24 14:26:07,qH######,吉田 くみ子,2022-06-25 21:51:24,yuta89@gmail.com,M,49,1944/10/31,宮崎県,PC-B,85000,85000,202501
5842,T0000004867,S001,2,100000,2024-10-19 06:03:30,uv######,渡辺 零,2022-04-14 15:05:58,ogawamiki@hotmail.com,M,61,1946/08/22,徳島県,PC-A,50000,100000,202410
5843,T0000001264,S002,2,170000,2024-09-18 20:25:19,Bt######,高橋 陽子,2024-08-21 06:25:04,shota58@suzuki.org,M,41,1953/05/19,山梨県,PC-B,85000,170000,202409
5844,T0000003724,S002,4,340000,2025-02-08 13:32:13,xG######,鈴木 淳,2024-06-01 09:01:04,mituruyamamoto@sato.com,F,25,1986/09/14,秋田県,PC-B,85000,340000,202502
5845,T0000002787,S003,2,240000,2024-12-23 06:13:04,xR######,加藤 香織,2022-11-04 08:36:50,akemi88@shimizu.jp,F,54,1947/12/09,兵庫県,PC-C,120000,240000,202412
5846,T0000002722,S001,2,100000,2024-04-08 19:51:30,PX######,清水 浩,2023-03-04 06:02:12,chiyotanaka@yahoo.com,F,25,1981/12/29,栃木県,PC-A,50000,100000,202404
5847,T0000005355,S001,2,100000,2024-03-29 08:15:36,af######,岡田 健一,2022-11-28 07:32:56,ryosukeyamada@gmail.com,F,51,2001/04/27,静岡県,PC-A,50000,100000,202403
5848,T0000005109,S002,2,170000,2024-05-24 03:05:19,Gv######,山本 直子,2023-05-04 06:48:33,yokotakahashi@gmail.com,M,71,1970/06/10,青森県,PC-B,85000,170000,202405
5849,T0000004223,S003,4,480000,2025-02-08 05:40:46,fH######,小林 明美,2024-03-09 18:50:44,osamu81@yamazaki.jp,F,45,1979/11/13,愛知県,PC-C,120000,480000,202502
5850,T0000002550,S004,2,360000,2025-02-20 20:59:07,jX######,岡本 太郎,2023-02-19 12:32:41,fnakamura@yamazaki.org,F,71,1950/05/25,鹿児島県,PC-D,180000,360000,202502
5851,T0000005319,S005,3,630000,2024-03-08 18:42:14,ET######,西村 加奈,2022-11-19 17:27:05,tomoyaito@fujita.jp,M,77,1991/04/19,大分県,PC-E,210000,630000,202403
5852,T0000002949,S001,3,150000,2025-02-08 03:52:47,ev######,渡辺 京助,2024-05-13 23:59:10,oyamamoto@yamaguchi.net,F,21,1945/09/11,福井県,PC-A,50000,150000,202502
5853,T0000006686,S003,4,480000,2025-02-28 12:09:14,Cn######,鈴木 くみ子,2023-10-09 08:02:33,nakamuramanabu@yahoo.com,F,50,1995/02/13,香川県,PC-C,120000,480000,202502
5854,T0000005621,S003,2,240000,2025-01-03 23:33:37,Xj######,山田 千代,2022-04-29 05:56:10,atsushi01@gmail.com,M,28,1976/07/11,茨城県,PC-C,120000,240000,202501
5855,T0000001673,S002,3,255000,2025-02-24 12:16:14,AC######,鈴木 桃子,2023-04-04 03:16:11,osato@sato.com,M,36,1946/01/05,千葉県,PC-B,85000,255000,202502
5856,T0000004587,S005,1,210000,2024-09-24 11:46:02,kB######,松本 舞,2023-03-15 01:36:04,kota@murakami.jp,F,58,1964/09/11,岐阜県,PC-E,210000,210000,202409
5857,T0000003092,S001,3,150000,2024-08-23 17:40:30,We######,中島 美加子,2024-04-26 23:12:51,tmaeda@hotmail.com,M,41,1963/07/22,山口県,PC-A,50000,150000,202408
5858,T0000005353,S004,2,360000,2024-09-25 09:37:33,Wi######,阿部 康弘,2022-10-29 15:02:03,hanakotanaka@watanabe.jp,M,34,1978/06/02,新潟県,PC-D,180000,360000,202409
